,DealNumber,AcquirorCUSIP,TargetCUSIP,TargetPublicStatus,ofSharesAcq,seekingtoownaftertrans,PercentofSharesHeldatAnnoun,OwnedAfterTransaction,edate,AcquirorFullName,TargetName,AcquirorPrimarySICCode,TargetPrimarySICCode,ValueofTransactionmil,Form,ConsiderationStructure,ConsidStructureDescription,NumberofBidders,Attitude,SharePricePaidbyAcquirorfort,OfferPricetoTargetStockPricet,Z,dealno,carwindow1_acq,carwindow2_acq,carwindow3_acq,carwindow4_acq,carwindow5_acq,carwindow6_acq,carwindow5_tar,carwindow4_tar,carwindow3_tar,carwindow2_tar,carwindow1_tar,acqprem1,acqprem2,gvkey_a,cusip8_comp_a,datadate_compu_a,cusip_compu_a,conm_compu_a,at_a,intan_a,re_a,sale_a,xad_a,xrd_a,costat_compu_a,sic_compu_a,ipodate_compu_a,ebit_ta_a,mktcap_a,dep_ta_a,rd_ta_a,mdr_a,fa_ta_a,mb_a,bdr_a,abs_a,unabs_a,pot_a,gvkey_t,cusip8_comp_t,datadate_compu_t,cusip_compu_t,conm_compu_t,at_t,re_t,sale_t,xad_t,xrd_t,costat_compu_t,ebit_ta_t,mktcap_t,dep_ta_t,rd_ta_t,mdr_t,fa_ta_t,mb_t,bdr_t,abs_t,unabs_t,pot_t,R,Acq Density,Target Density,TNIC 3 years avg,TNIC > 3 years avg
2193,761025020,173172,594930,Public,100,100,,100,5/21/1998,"Citizens Bancshares Inc, Salineville,Ohio","Mid Am Inc,Bowling Green,Ohio",6022,6021,620.243,Merger,SHARES,Stock Only,1,Friendly,25.6,-7.11,-3.38,761025020,0.006442047,0.0000445,-0.084210604,-0.086577512,-0.065207049,-0.114010528,-0.046684474,-0.033324327,-0.056372456,0.002628266,-0.011502989,0.928781331,0.928781331,28342,83080P10,13514,83080P103,SKY FINANCIAL GROUP INC,947.93,1.492,73.616,79.382,0,,I,6020,,0.023226399,196.1085052,0.002028631,0,0.413522184,0.01615731,0.352751255,0.145870477,0.185041949,,0.413522184,19020,59493010,13514,594930109,MID AM INC,2180.974,5.021,214.484,2.301,,I,0.017633865,356.9020996,0.004146771,0,0.274521559,0.022976432,0.239364207,0.061922792,0.260033369,,0.274521559,,,,,
2194,761328020,778162,872630,Public,100,100,,100,5/25/1998,"Roslyn Bancorp Inc,Jericho,New York","T R Financial Corp,Garden City,New York",6035,6036,1077.991,Merger,SHARES,Stock Only,1,Friendly,56.63,62.38,58.13,761328020,-0.133016676,-0.140702128,-0.144615784,-0.170012847,-0.203308091,-0.237613618,,,,,,1.623799324,1.623799324,64262,77816210,13514,778162107,ROSLYN BANCORP INC,3617.953,12.07,248.913,148.293,2.508,,I,6036,13527,0.008311883,,0.000655896,0,1,0.004763743,0.000505534,0.000505534,0.169131383,,1,28519,87263010,13514,872630108,T R FINANCIAL CORP,3259.627,156.215,234.323,2.398,,I,0.016164426,311.9385071,0.000537178,0,0.671565354,0.004086357,0.291374922,0.195677295,0.130490825,,0.671565354,,,,,
2195,761337020,902124,912707,Public,100,100,,100,5/25/1998,Tyco International Ltd,US Surgical Corp,3569,5049,3394.171,Merger,SHARES,Stock Only,1,Friendly,42.36,39.73,25.73,761337020,-0.026932849,-0.008019923,0.041124444,0.066420041,0.059916224,0.054325778,,,,,,1.397420287,1.397420287,10787,G9144210,13787,G91442106,TYCO INTERNATIONAL PLC,10447,,-1024.9,7588.2,71.1,406,A,3669,,-0.043294724,22007.57422,0.027404997,0.038862832,0.110380016,0.279888958,2.367969275,0.26137647,0.202274591,0.092639908,0.110380016,10972,91270710,13514,912707106,U S SURGICAL CORP,1514.8,317.7,1112.7,,58,I,0.102785841,2491.925537,0.057235278,0.038288884,0.055740271,0.295550555,1.874191642,0.097108528,0.450615615,0.361449867,0.055740271,,,,,
2196,761374020,38918,44914Q,Public,100,100,,100,5/26/1998,Arbor Software Corp,Hyperion Software Corp,7371,7372,837.292,Merger,SHARES,Stock Only,1,Friendly,40.02,-3.57,3.78,761374020,-0.228302792,-0.198047921,-0.196933225,-0.262921274,-0.204317406,-0.19436799,-0.267884463,-0.258952975,-0.15248169,-0.137677982,-0.168243617,0.964337349,0.964337349,61498,44914M10,13604,44914M104,HYPERION SOLUTIONS CORP,59.589,0,3.338,47.383,,6.954,I,7372,13093,0.154474825,278.1499939,0.039520718,0.11669939,0.003725062,0.191713229,4.685260773,0.017452886,0.744507551,1.723682642,0.003725062,24622,44914Q10,13695,44914Q105,HYPERION SOFTWARE CORP,218.639,40.618,222.83,,33.046,I,0.088854231,407.9633789,0.061745618,0.151144132,0.020141738,0.264605135,1.904277682,0.038355462,0.558896899,0.693417311,0.020141738,,,,,
2197,761684020,5125,577777,Public,100,100,,100,5/27/1998,Acxiom Corp,May & Speh Inc,7374,7331,502.479,Merger,SHARES,Stock Only,1,Friendly,17.45,20.34,12.58,761684020,-0.002050528,-0.031369001,-0.062519819,-0.078714274,-0.054789133,-0.094376117,0.130513623,0.104571126,0.086263485,0.09934815,0.102770895,1.203448296,1.203448296,2536,512510,13604,5125109,ACXIOM CORP,299.668,38.297,92.016,402.016,,,A,7374,9862,0.159980372,742.3250122,0.093016274,0,0.109415904,0.387665689,2.781498194,0.304340154,,0.075355172,0.109415904,62479,57777710,13787,577777105,MAY & SPEH INC,148.796,42.606,92.457,,3.426,I,0.14460066,348.9146118,0.0297051,0.023024814,0.096714079,0.337562829,2.595987797,0.251068592,,1.237516642,0.096714079,,,,,
2198,762036020,103043,25786M,Public,100,100,,100,5/28/1998,Bowne & Co Inc,Donnelley Enterprise Solutions Inc,7389,8741,105.216,Merger,CASHO,Cash Only,1,Friendly,21,83.6,61.54,762036020,-0.0151101,-0.031572182,-0.049649052,-0.03330756,-0.050793208,-0.048629463,0.513150871,0.540593743,0.608068109,0.614266217,0.608549893,1.835985303,1.835985303,2346,10304310,13453,103043105,BOWNE & CO INC,385.822,,271.06,501.369,,,I,2750,,0.196183726,413.4570007,0.055069435,0,0.012533884,0.333270252,1.085228443,0.013602127,0.265660614,0.416913211,0.012533884,63906,25786M10,13514,25786M108,DONNELLEY ENTERPRISE SOLTNS,76.176,0.003,96.464,,1.206,I,0.027331442,122.6224976,0.069523208,0.015831757,0.019721879,0.16601029,1.642111659,0.032385528,0.172333717,0.354866982,0.019721879,,,,,
2199,762042020,760758,33589B,Public,100,100,,100,5/28/1998,"Republic Security Financial Corp,West Palm Beach,Florida",First Palm Beach Bancorp Inc,6036,6035,294.97,Merger,SHARES,Stock Only,1,Friendly,55.05,45.09,46.79,762042020,-0.104384795,-0.162269413,-0.114401437,-0.114929773,-0.08800976,-0.082402885,0.222143635,0.210689932,0.186983541,0.175828651,0.17301099,1.451051712,1.451051712,17144,76075810,13514,760758102,REPUBLIC SECURITY FINANCIAL,359.306,9.707,4.043,29.48,0.341,,I,6036,,0.011441501,47.61700439,0.004915031,0,0.40249455,0.025048288,0.250602573,0.089272097,0.289857537,,0.40249455,28934,33589B10,13787,33589B105,FIRST PALM BEACH BANCORP INC,1808.42,70.351,125.931,1.005,,I,0.008511851,175.730957,0.00124418,0,0.709266961,0.015656209,0.334237039,0.237063304,0.200427219,,0.709266961,,,,,
2200,762267020,730448,03939B,Public,100,100,,100,5/29/1998,Pogo Producing Co,Arch Petroleum Inc,1311,1311,114.005,Merger,HYBRID,Cash and Stock Combination,1,Friendly,2.47,-3.55,5.46,762267020,-0.01167151,-0.052999735,-0.053668246,-0.034519281,-0.055493835,-0.080308251,-0.038072474,-0.061785735,-0.019433377,-0.032850064,-0.034897797,0.963714421,0.963714421,8655,73044810,13514,730448107,POGO PRODUCING CO,479.242,0,-65.052,204.142,,,I,1311,,0.136849448,1573.708496,0.129072577,0,0.135295779,0.803070247,3.797535419,0.513790548,0.212518737,0.044749219,0.135295779,1721,03939B10,13514,03939B105,ARCH PETROLEUM INC,101.039,4.109,98.057,,,I,0.07241758,43.99465179,0.06833005,0,0.451763988,0.746266305,0.99216789,0.358802021,0.057650141,0.162907019,0.451763988,,,,,
2201,762440020,104580,59522K,Public,100,100,,100,5/29/1998,Bradley Real Estate Inc,Mid-America Realty Investments Inc,6798,6798,153.244,Merger,HYBRID,Cash and Stock Combination,1,Friendly,10.5,2.44,6.33,762440020,0.017152771,0.031589527,0.025104605,0.020431558,0.002896232,-0.009320253,-0.002418699,-0.013710951,0.006284792,0.013132689,0.038869876,1.024390221,1.024390221,2351,10458010,13514,104580105,BRADLEY REAL ESTATE INC,502.284,0,-9.367,78.839,,0,I,6798,9862,0.081181161,389.8619995,,0,0.326379329,,1.152248502,0.376070112,,0.374091327,0.326379329,13809,59522K10,13514,59522K100,MID-AMERICA REALTY INVTS INC,145.84,-40.248,24.021,,0,I,0.066346683,78.68849945,,0,0.449871182,,0.980776846,0.441223234,,0,0.449871182,,,,,
2202,762723020,90338N,693934,Public,100,100,,100,06-01-1998,US Xpress Enterprises Inc,PST Vans Inc,4213,4213,83.869,Merger,HYBRID,Cash and Stock Combination,1,Friendly,7.47,10.67,35.82,762723020,-0.057037272,-0.095995076,-0.109533429,-0.109738208,-0.122523777,-0.106602319,0.046165589,0.107995585,0.253233165,0.212317571,0.120988697,1.106666684,1.106666684,30751,90338N10,13604,90338N103,US XPRESS ENTP INC  -CL A,178.084,7.7,29.443,362.819,,,I,4213,12697,0.111059949,169.2039948,0.081377327,0,0.299449354,0.527133286,1.356270075,0.406134188,,0.129874766,0.299449354,31589,69393410,13514,693934101,PST VANS INC,90.26,-27.991,147.419,,,I,-0.008652782,11.59675026,0.148980722,0,0.825842619,0.643884361,0.737732649,0.609251082,,0.127440616,0.825842619,,,,,
2203,762726020,902124,826559,Public,100,100,,100,06-02-1998,Tyco International Ltd,Sigma Circuits Inc,3569,3672,55.159,Merger,CASHO,Cash Only,1,Friendly,10.5,20,24.44,762726020,-0.033860181,-0.032618418,-0.011923091,-0.005118343,-0.028556066,-0.018280197,0.226783216,0.171211749,0.163778409,0.166701764,0.174497828,1.200000048,1.200000048,10787,G9144210,13787,G91442106,TYCO INTERNATIONAL PLC,10447,,-1024.9,7588.2,71.1,406,A,3669,,-0.043294724,22007.57422,0.027404997,0.038862832,0.110380016,0.279888958,2.367969275,0.26137647,0.202274591,0.092639908,0.110380016,30285,82655910,13695,826559106,SIGMA CIRCUITS INC,42.647,1.262,79.98,,,I,0.012286914,20.17275047,0.12612845,0,0.504449427,0.37221843,0.954527915,0.481511027,0.131032765,0.160997733,0.504449427,,,,,
2204,762771020,7973,749553,Public,100,100,,100,06-02-1998,Advanced Energy Industries Inc,RF Power Products,3679,3621,60.822,Merger,SHARES,Stock Only,1,Friendly,4.48,74.8,49.33,762771020,-0.104218692,-0.14132072,-0.187277094,-0.184294611,-0.180603325,-0.263887823,0.239799321,0.262211829,0.342299223,0.252453566,0.319750488,1.747951627,1.747951627,61562,797310,13514,7973100,ADVANCED ENERGY INDS INC,56.031,0,24.565,98.852,,13.76,A,3679,13104,0.151202023,114.3154984,0.04656351,0.245578349,0.017625349,0.169549003,2.076823473,0.036604736,0.289351761,1.340214849,0.017625349,30122,74955310,13848,749553103,RF POWER PRODUCTS INC,17.821,3.71,33.834,,4.585,I,0.146680892,59.9746666,0.063296109,0.257280737,0.050638188,0.197575897,3.544900179,0.17950733,0.318171084,0.092773438,0.050638188,,,,,
2205,763223020,74730W,584970,Public,43.3,100,56.7,100,5/27/1998,QuadraMed Corp,Medicus Systems Corp,7371,7372,30.25,Acq. Rem. Int.,SHARES,Stock Only,1,Friendly,,,,763223020,-0.020083938,-0.037804626,-0.0240189,-0.014507473,0.039296672,-0.000865749,-0.106699266,-0.081222825,-0.055200569,-0.042387478,0.006330829,,,63758,74730W50,13514,74730W507,QUADRAMED CORP,29.569,2.038,-15.072,19.088,,2.499,I,7372,13432,0.023538165,69.12650299,0.046569042,0.084514193,0.003287458,0.067469306,2.345514059,0.007710779,0.427179366,4.090126038,0.003287458,62444,58497010,13665,584970107,MEDICUS SYSTEMS CORP,22.849,-7.884,18.27,,3.066,I,-0.304433465,32.19499969,0.048010852,0.134185299,0.058488082,0.102192655,1.518447161,0.087531187,0.703886151,0.097594559,0.058488082,,,,,
2206,763614020,12685T,58935D,Public,38.08,100,61.9,100,06-04-1998,Cable Michigan Inc,Mercom Inc(C-TEC Corp),4841,4841,21.874,Acq. Rem. Int.,CASHO,Cash Only,1,Not Appl.,12,7.26,9.09,763614020,0.064410172,0.0806491,0.05642182,0.055664662,0.068113066,0.008188393,,,,,,1.072577715,1.072577715,65428,12685T10,13514,12685T103,CABLE MICHIGAN INC,149.2,60.956,-79.742,76.187,0.514,,I,4841,13771,0.008116625,,0.210636735,0,1,0.521394074,1.105877995,1.105877995,,,1,18906,58935D10,13514,58935D109,MERCOM INC,19.851,-19.08,15.57,0.113,,I,0.137373433,35.90250015,0.152032644,0,0.326817602,0.717747211,2.686640501,0.878041446,,,0.326817602,,,,,
2207,763628020,98141A,878904,Public,100,100,,100,06-04-1998,World Access Inc,Telco Systems Inc,5065,3661,194.503,Merger,SHARES,Stock Only,1,Friendly,17,63.86,65.85,763628020,-0.105404586,-0.053378284,-0.095753603,-0.177571669,-0.126004025,-0.195279092,0.490525812,0.401605576,0.436577916,0.407869548,0.373030216,1.638554215,1.638554215,24395,98141A10,13514,98141A101,WORLD ACCESS INC,60.736,9.526,-5.735,51,,0.892,I,4813,11546,0.129132643,130.6320038,0.022441385,0.014686513,0,0.043763172,2.150816679,0,0.139254898,2.688352108,0,10388,87890410,13757,878904101,TELCO SYSTEMS INC,78.599,-20.886,117.843,,15.355,I,-0.013715186,139.7842712,0.064809985,0.195358709,0,0.123271286,1.778448462,0,0.381923407,0.596283793,0,,,,,
2208,764068020,669380,949746,Public,100,100,,100,06-08-1998,"Norwest Corp,Minneapolis, Minnesota",Wells Fargo & Co,6021,6021,34352.635,Merger,HYBRID,Cash and Stock Combination,1,Friendly,396.88,6.72,9.35,764068020,-0.105586499,-0.089078017,-0.099569574,-0.111564964,-0.098961428,-0.110474221,-0.098961428,-0.111564964,-0.099569574,-0.089078017,-0.105586499,1.067225933,1.067225933,8007,94974610,13514,949746101,WELLS FARGO & CO,80175.375,2648.5,4545.297,8882.899,,,A,6020,,0.02222004,16038.58008,0.008501363,0,0.562902629,0.014978414,0.460018784,0.257620215,0.30858168,,0.562902629,8007,94974610,13514,949746101,WELLS FARGO & CO,80175.375,4545.297,8882.899,,,A,0.02222004,16038.58008,0.008501363,0,0.562902629,0.014978414,0.460018784,0.257620215,0.30858168,,0.562902629,,,,,
2209,764655020,421946,14066R,Public,100,100,,100,06-08-1998,Healthcare Realty Trust Inc,Capstone Capital Corp,6798,6798,971.396,Merger,HYBRID,Cash and Stock Combination,1,Friendly,24.17,0.97,4.52,764655020,-0.024477597,-0.025503222,-0.032361291,-0.040169615,-0.046977088,-0.044308085,-0.055231232,-0.036625002,-0.021875463,-0.003253242,0.005705462,1.009691715,1.009691715,28322,42194610,13514,421946104,HEALTHCARE REALTY TRUST INC,427.505,,-14.087,38.574,,0,A,6798,12199,0.068422593,368.3234863,,0,0.314034224,,1.255988836,0.394423455,,,0.314034224,30382,14066R10,13514,14066R102,CAPSTONE CAPITAL CORP,356.695,0.995,35.952,,0,I,0.079280615,318.7990112,,0,0.255462617,,1.200420618,0.30666256,,,0.255462617,,,,,
2210,765055020,421937,564054,Public,100,100,,100,06-10-1998,Health Care and Retirement Corp,Manor Care Inc,8051,8051,2474.363,Merger,SHARES,Stock Only,1,Friendly,37.75,17.97,25.31,765055020,-0.029425258,-0.023967359,-0.037709817,-0.044734091,-0.016895108,-0.019304164,0.186613202,0.169082284,0.160033211,0.150118232,0.139876932,1.1796875,1.1796875,24607,56405510,13514,564055101,MANOR CARE INC,802.784,,210.306,782.023,,0,I,8051,11612,0.12129166,1284.146118,0.038213268,0,0.13691628,0.66450876,1.853372931,0.253756911,0.041152243,0.019196311,0.13691628,6998,56405410,13665,564054104,MANOR CARE INC-OLD,1979.704,538.63,1527.247,,0,I,0.129435509,1820.40686,0.040601019,0,0.251392752,0.519052863,1.228327513,0.308792651,0.049673039,0.144332618,0.251392752,,,,,
2211,765879020,160903,12046,Public,100,100,,100,6/15/1998,"Charter One Financial Inc, Cleveland,Ohio","ALBANK Financial Corp,Albany, New York",6035,6035,827.84,Merger,SHARES,Stock Only,1,Friendly,58.73,11.33,12.93,765879020,-0.07284487,-0.089931183,-0.027176736,-0.069278799,-0.068591788,-0.078925855,0.314323038,0.317905039,0.330692142,0.298899055,0.313518733,1.113364935,1.113364935,16751,16090310,13514,160903100,CHARTER ONE FINANCIAL INC,13893.797,64.496,638.873,1061.616,,,I,6020,10248,0.013855464,1950.605347,0.00071809,0,0.717544854,0.008215536,0.497048736,0.356654763,0.111160718,,0.717544854,25116,1204610,13514,12046108,ALBANK FINANCIAL CORP,3506.136,216.064,260.68,0,,I,0.011898284,405.0826111,0.002413768,0,0.159816027,0.013848294,0.137511954,0.021976614,0.202972993,,0.159816027,,,,,
2212,765905020,42476,895912,Priv.,100,100,,100,06-12-1998,Armstrong World Industries Inc,Triangle Pacific Corp,2511,2434,1124.25,Merger,CASHO,Cash Only,1,Friendly,55.5,23.5,25.78,765905020,-0.024833513,-0.024257014,-0.03897598,-0.040319569,-0.054560233,-0.064986922,0.242132947,0.241004035,0.232047155,0.23270835,0.243060902,1.235048652,1.235034943,1762,4238410,13514,42384107,ARMSTRONG HOLDINGS INC,2135.6,46.1,1022.5,2156.4,18.4,59.3,I,3089,,0.123056754,2860.897949,0.057922833,0.027767371,0.140819356,0.451395392,1.559186101,0.219563589,0.185123354,0.203738317,0.140819356,10723,89591210,13514,895912103,TRIANGLE PACIFIC CORP,449.963,61.278,534.261,,,I,0.135904506,353.3985291,0.032191537,0,0.353270561,0.36614123,1.214409947,0.429015279,0.128422245,0.310855746,0.353270561,,,,,
2213,765907020,87941V,300903,Public,100,100,,100,6/15/1998,Teleglobe Inc,Excel Communications Inc,4813,4813,6407.238,Merger,SHARES,Stock Only,1,Friendly,45.69,101.94,84.13,765907020,0.09756732,0.143732727,0.10146834,0.100818597,0.095756687,0.100239813,0.042663068,0.025587397,0.019360691,-0.053598527,-0.023847472,2.019447565,2.019447565,14100,87941V10,13514,87941V100,TELEGLOBE INC,2310.4,141.6,250.9,757.5,,17.5,I,4813,,0.10357514,2294.72998,0.058518007,0.007574446,0.258144408,0.474722981,1.402670503,0.345611155,,0.299327344,0.258144408,62831,30065K10,13514,30065K104,EXCEL COMMUNICATIONS INC,579.164,182.292,1351.302,,,I,0.397428006,2298.399902,0.011879192,0,0.000147472,0.132798314,3.969063759,0.000585326,0.397524029,0.905338347,0.000147472,,,,,
2214,765932020,87951U,126276,Public,100,100,,100,06-12-1998,TeleSpectrum Worldwide Inc,CRW Financial Inc,7389,7322,43.828,Merger,SHARES,Stock Only,1,Friendly,6.03,-7.28,12.12,765932020,-0.084207796,-0.076807447,0.002604604,0.020072758,0.039913617,0.039856631,0.071524382,0.13767758,0.099448793,0.01870155,0.0678249,0.927692294,0.927692294,63451,87951U10,13514,87951U109,TELESPECTRUM WORLDWIDE INC,299.055,200.187,3.581,,,,I,7389,13369,0,400.2246399,,0,0.076113239,0.100887798,1.448551774,0.110253967,,0.634017944,0.076113239,60850,12627610,13514,126276104,CRW FINANCIAL INC,67.945,-4.867,3.412,,,I,-0.024475679,45.61100006,0.002384281,0,0.167621717,0.002104643,0.806475818,0.135182858,,0.135555133,0.167621717,,,,,
2215,766023020,493267,580047,Public,100,100,,100,06-12-1998,"KeyCorp,Cleveland,Ohio",McDonald & Co Investments Inc,6021,6211,577.375,Merger,SHARES,Stock Only,1,Friendly,31.34,7.36,2.74,766023020,0.014214548,-0.020289708,-0.04103031,-0.045102712,-0.066295952,-0.063191704,0.060577534,0.049764555,0.069516696,0.050165575,0.0762823,1.073728919,1.073728919,9783,49326710,13514,493267108,KEYCORP,67621,980,4054,6038,,,A,6020,,0.016903033,11284.42676,0.00340131,0,0.580370843,0.016030524,0.397678643,0.230801076,0.260019869,,0.580370843,7153,58004710,13604,580047108,MCDONALD & CO INVESTMENTS,501.968,115.189,261.497,,,I,0.095394529,326.8662415,0.013309614,0,0.363642901,0.038970612,1.023276806,0.372107387,,,0.363642901,,,,,
2216,766030020,665815,72510,Public,100,100,,100,6/15/1998,Northern Telecom Ltd,Bay Networks Inc,3669,3577,9268.604,Merger,SHARES,Stock Only,1,Friendly,38.21,44.88,18.49,766030020,-0.150814533,-0.189791545,-0.171437144,-0.142844692,-0.12909396,-0.156307548,0.034520939,-0.022752091,0.01489558,0.024622805,0.087972701,1.448720336,1.448720336,7980,65656850,13514,656568508,NORTEL NETWORKS CORP,10903,,3048,12880,,1813,A,3661,,0.102632307,16079.82715,0.040264148,0.166284502,0.098807208,0.18664588,1.670166612,0.16169861,0.311180115,0.193582609,0.098807208,24357,7251010,13695,72510100,BAY NETWORKS INC,1766.046,321.491,2093.06,22,626.534,I,-0.136989072,5476.689453,0.076379664,0.354766518,0.019688779,0.136502102,3.16338563,0.062283203,0.427771777,1.509335637,0.019688779,,,,,
2217,766513020,641144,302660,Public,100,100,,100,6/15/1998,NetManage Inc,FTP Software Inc,7372,7372,77.777,Merger,SHARES,Stock Only,1,Friendly,2.28,-23.97,0,766513020,0.004344577,-0.007162652,-0.075964488,-0.1451208,-0.151660219,-0.217447236,-0.282502234,-0.309339345,-0.266266912,-0.212958261,-0.178525731,0.75999999,0.75999999,28881,64114430,13514,641144308,NETMANAGE INC,152.529,1.763,38.667,104.596,,41.322,I,7372,12317,-0.059221525,258.8880005,0.064551659,0.270912409,0,0.079053819,1.697303414,0,0.872911036,3.069763184,0,29236,30266010,13514,302660105,FTP SOFTWARE INC,158.035,-5.21,101.091,,64.652,I,-0.270516038,201.8760071,0.041509792,0.409099251,0,0.131198779,1.277413249,0,0.914324701,1.912792683,0,,,,,
2218,766536020,911363,902966,Public,100,100,,100,6/15/1998,United Rentals Inc,US Rentals Inc,7359,7353,1046.322,Merger,SHARES,Stock Only,1,Friendly,32.12,1.58,0,766536020,0.007717954,-0.005131087,-0.035780378,-0.036644403,-0.050130762,-0.088170916,0.048459537,0.05854854,0.050016757,0.073373377,0.067249492,1.01565218,1.01565218,66065,91136310,13879,911363109,UNITED RENTALS INC,169.11,50.534,0.034,,,,A,7350,13866,0,461.489624,,0,0.002321843,0.210986927,2.735282421,0.006350896,,,0.002321843,64658,90296610,13514,902966100,US RENTALS INC,324.448,66.845,305.837,,0,I,0.138496771,,0.196126968,0,1,0.765383065,0.575469732,0.575469732,0.117493957,,1,,,,,
2219,766951020,142872,654390,Public,100,100,,100,6/17/1998,Carlton Communications PLC,Nimbus CD International Inc,7819,3652,264.919,Merger,CASHO,Cash Only,1,Friendly,11.5,10.84,5.75,766951020,-0.000685984,-0.006436719,-0.027243132,-0.010996173,-0.014855329,0.045528013,-0.007654794,0.03876039,0.079130106,0.07258907,0.036529489,1.108433723,1.108433723,14396,14287220,13787,142872209,CARLTON COMMUNICATIONS PLC,2631.745,,622.116,2819.991,,18.373,I,4833,,0.207300097,5083.554199,0.027496966,0.006981299,0.106561385,0.168779656,2.173407078,0.230387434,0.185403422,0.675660014,0.106561385,61469,65439010,13604,654390103,NIMBUS CD INTERNATIONAL INC,108.272,32.347,129.47,,,I,0.151719749,203.4922485,0.088619404,0,0.113289721,0.585848629,2.119580746,0.240126714,0.117115937,0.251501262,0.113289721,,,,,
2220,767186020,594836,46070J,Public,100,100,,100,6/17/1998,Micro Focus Group PLC,Intersolv Inc,7372,7372,532.043,Merger,SHARES,Stock Only,1,Friendly,21.86,52.14,41.05,767186020,-0.13293761,-0.097693615,-0.14133957,-0.15143314,-0.20595099,-0.275122076,0.024408884,0.077865072,0.098697446,0.190281302,0.176901042,1.521224737,1.521224737,102690,58733610,13545,587336108,MERANT PLC,160.447,0,66.507,117.03,,22.38,I,7372,,-0.057757389,257.8559875,0.05643608,0.139485314,0.000515526,0.205008507,1.607939005,0.000828934,0.782628357,1.362493157,0.000515526,12883,46070J10,13634,46070J106,INTERSOLV,96.017,-67.115,160.413,,17.555,I,-0.185665041,156.9072571,0.049428746,0.182832211,0.042374056,0.120457835,1.706471324,0.072310112,0.637753785,0.344209999,0.042374056,,,,,
2221,767289020,205887,382387,Public,100,100,,100,01-01-1998,ConAgra Inc,GoodMark Foods Inc,2011,2013,217.8,Merger,SHARES,Stock Only,1,Friendly,28.58,69.36,75.88,767289020,0.013956447,-0.092233211,-0.082559049,-0.074953407,-0.082723074,-0.112494953,,,,,,1.693629622,1.693629622,3362,20588710,13665,205887102,CONAGRA FOODS INC,11277.1,2434,1218.1,24002.1,,,A,2000,,0.119676158,14372.99316,0.035026737,0,0.183843896,0.287529588,1.561624289,0.28709507,0.094383411,0.021204105,0.183843896,11713,38238710,13665,382387108,GOODMARK FOODS,84.705,40.611,161.034,,,I,0.125270054,122.7910004,0.066182636,0,0.129394993,0.601204157,1.66508472,0.21545364,0.333215356,0.105167262,0.129394993,,,,,
2222,767332020,669784,693457,Public,100,100,,100,6/18/1998,NOVA Corp,PMT Services Inc,7374,7389,1266.593,Merger,SHARES,Stock Only,1,Friendly,25.16,31.98,35.53,767332020,-0.06830474,-0.074327707,0.001286297,0.028348694,0.041928902,0.037915219,0.247737542,0.239628777,0.198642999,0.146760121,0.10864187,1.319834232,1.319834232,62814,66978410,13514,669784100,NOVA CORP/GA,107.705,35.169,-14.705,265.829,,,I,7389,13276,0.111703262,635.4521484,0.064825214,0,0.002145039,0.094814539,5.912614346,0.012682792,0.123959385,1.909827113,0.002145039,30596,69345710,13726,693457103,PMT SERVICES INC,251.076,30.163,325.04,,,I,0.130311146,746.994751,0.050996512,0,0.04240742,0.037355222,3.106930733,0.131756917,0.142336324,2.728349686,0.04240742,,,,,
2223,767333020,866005,62938H,Public,100,100,,100,6/18/1998,"Summit Bancorp,Princeton,New Jersey","NSS Bancorp,Norwalk,CT",6021,6022,151.335,Merger,SHARES,Stock Only,1,Friendly,58.83,31.46,36.81,767333020,-0.032028653,-0.029248782,-0.099235453,-0.089463755,-0.082480229,-0.050372392,0.198033318,0.216310695,0.197646961,0.190887094,0.195709929,1.314636827,1.314636827,10909,86600510,13514,866005101,SUMMIT BANCORP,22668,148.144,932.635,1798.27,,,I,6020,,0.015397874,4110.879883,0.001087171,0,0.330430984,0.009041512,0.270848364,0.089496695,0.25724113,,0.330430984,30341,62938H10,13514,62938H109,NSS BANCORP INC,589.589,26.233,48.098,0.687,,I,0.007763035,56.02987671,0.00101257,0,0.670553744,0.005344401,0.288460046,0.193427965,0.193251282,,0.670553744,,,,,
2224,768289020,522008,112014,Public,100,100,,100,6/22/1998,Learning Co Inc,Broderbund Software Inc,7372,7372,424.28,Merger,SHARES,Stock Only,1,Friendly,20,,,768289020,-0.040827483,-0.05466935,-0.044064708,-0.019305682,-0.017825123,0.017627604,0.068511263,0.15648362,0.126304179,0.124502115,0.125056446,,,7345,52200810,13514,522008101,LEARNING CO INC,793.518,408.384,-628.736,343.321,,,I,7372,9862,-0.477302343,637.9625244,0.008180029,0,0.443659097,0.022264145,1.445098281,0.641130984,0.385231316,0.968914151,0.443659097,24723,11201410,13757,112014105,BRODERBUND SOFTWARE INC,186.603,120.66,190.787,16.139,67.767,I,-0.110448383,612.6560059,0.030674748,0.363161355,0,0.100019827,3.283205509,0,0.573330462,2.578115225,0,,,,,
